categoria,titulo,valor,img
Celular, Smartphone Samsung Galaxy A15 65 128GB Verde Claro 5G 4GB RAM Câm. Tripla 50MP + Selfie 13MP 5000mAh Dual Chip, 1.079.10, Smartphone Samsung Galaxy A15 65 128GB Verde Claro 5G 4GB RAM Câm. Tripla 50MP + Selfie 13MP 5000mAh Dual Chip.png
Celular, Smartphone Samsung Galaxy A14 128GB Preto 5G Octa-Core 4GB RAM 66 Câm. Tripla + Selfie 13MP, 1.349.10, Smartphone Samsung Galaxy A14 128GB Preto 5G Octa-Core 4GB RAM 66 Câm. Tripla + Selfie 13MP.png
Celular, Smartphone Samsung Galaxy A25 65 256GB Azul 5G 8GB RAM Câm Tripla 50MP + Selfie 13MP Bateria 5000mAh Dual Chip, 1.484.10, Smartphone Samsung Galaxy A25 65 256GB Azul 5G 8GB RAM Câm Tripla 50MP + Selfie 13MP Bateria 5000mAh Dual Chip.png
Celular, Smartphone Samsung Galaxy A55 128GB Rosa 5G 8GB RAM 66 Câm. Tripla + Selfie 32MP Dual Chip, 1.979.10, Smartphone Samsung Galaxy A55 128GB Rosa 5G 8GB RAM 66 Câm. Tripla + Selfie 32MP Dual Chip.png
Celular, Smartphone Samsung Galaxy A55 128GB Azul Escuro 5G 8GB RAM 66 Câm. Tripla + Selfie 32MP Dual Chip, 1.979.10, Smartphone Samsung Galaxy A55 128GB Azul Escuro 5G 8GB RAM 66 Câm. Tripla + Selfie 32MP Dual Chip.png
Celular, Celular Samsung Galaxy M15 5G 6.000mAh Câmera Tripla até 50MP 128GB, 879.20, Celular Samsung Galaxy M15 5G 6.000mAh Câmera Tripla até 50MP 128GB.png
Celular, Smartphone Samsung Galaxy S23 256GB Violeta 5G, 3.087.90, Smartphone Samsung Galaxy S23 256GB Violeta 5G.png
Celular, Smartphone Samsung Galaxy S23 256GB Preto 5G 8GB RAM 61” Câm Tripla + Selfie 12MP, 2.998.80, Smartphone Samsung Galaxy S23 256GB Preto 5G 8GB RAM 61” Câm Tripla + Selfie 12MP.png
Celular, Smartphone Samsung Galaxy A55 128GB Azul Claro 5G 8GB RAM 66 Câm. Tripla + Selfie 32MP Dual Chip, 1.979.10, Smartphone Samsung Galaxy A55 128GB Azul Claro 5G 8GB RAM 66 Câm. Tripla + Selfie 32MP Dual Chip.png
Celular, Smartphone Motorola Moto G84 256GB Azul 5G Snapdragon 695 8GB RAM 655 Câm. Dupla + Selfie 16MP Dual Chip, 1.499.00, Smartphone Motorola Moto G84 256GB Azul 5G Snapdragon 695 8GB RAM 655 Câm. Dupla + Selfie 16MP Dual Chip.png
Celular, Smartphone Motorola Moto G84 256GB Magenta 5G Snapdragon 695 8GB RAM 655 Câm. Dupla + Selfie 16MP Dual Chip, 1.499.00, Smartphone Motorola Moto G84 256GB Magenta 5G Snapdragon 695 8GB RAM 655 Câm. Dupla + Selfie 16MP Dual Chip.png
Celular, Smartphone Motorola Moto G84 256GB Grafite 5G Snapdragon 695 8GB RAM 655 Câm. Dupla + Selfie 16MP Dual Chip, 1.499.00, Smartphone Motorola Moto G84 256GB Grafite 5G Snapdragon 695 8GB RAM 655 Câm. Dupla + Selfie 16MP Dual Chip.png
Celular, Smartphone Samsung Galaxy A55 256GB Azul Escuro 5G 8GB RAM 66 Câm. Tripla + Selfie 32MP Dual Chip, 2.429.10, Smartphone Samsung Galaxy A55 256GB Azul Escuro 5G 8GB RAM 66 Câm. Tripla + Selfie 32MP Dual Chip.png
Celular, Smartphone Samsung Galaxy A55 256GB Rosa 5G 8GB RAM 66 Câm. Tripla + Selfie 32MP Dual Chip, 2.429.10, Smartphone Samsung Galaxy A55 256GB Rosa 5G 8GB RAM 66 Câm. Tripla + Selfie 32MP Dual Chip.png
Celular, Apple iPhone 14 128GB Amarelo 61 12MP iOS 5G, 4.139.10, Apple iPhone 14 128GB Amarelo 61 12MP iOS 5G.png
Celular, Apple iPhone 14 128GB Meia-noite 61” 12MP - iOS 5G, 4.139.10, Apple iPhone 14 128GB Meia-noite 61” 12MP - iOS 5G.png
Celular, Apple Iphone 14 256GB (PRODUCT)RED 61” 12MP iOS 5G, 4.799.00, Apple Iphone 14 256GB (PRODUCT)RED 61” 12MP iOS 5G.png
Celular, Smartphone Samsung Galaxy S23 256GB Verde 5G, 3.087.90, Smartphone Samsung Galaxy S23 256GB Verde 5G.png
Celular, Apple iPhone 14 256GB Estelar 61” 12MP iOS 5G, 4.799.00, Apple iPhone 14 256GB Estelar 61” 12MP iOS 5G.png
Celular, Apple iPhone 14 Plus 128GB Azul 67” 12MP, 4.409.10, Apple iPhone 14 Plus 128GB Azul 67” 12MP.png
Celular, Apple iPhone 14 Plus 128GB Estelar 67” 12MP, 4.409.10, Apple iPhone 14 Plus 128GB Estelar 67” 12MP.png
iphone, Apple iPhone 14 256GB Estelar 61” 12MP iOS 5G, 4.799.00, Apple iPhone 14 256GB Estelar 61” 12MP iOS 5G.png
iphone, Apple iPhone 14 Plus 128GB Meia-noite 67” 12MP, 4.409.10, Apple iPhone 14 Plus 128GB Meia-noite 67” 12MP.png
iphone, Apple Iphone 14 256GB (PRODUCT)RED 61” 12MP iOS 5G, 4.799.00, Apple Iphone 14 256GB (PRODUCT)RED 61” 12MP iOS 5G.png
iphone, Apple iPhone 14 Plus 128GB Roxo 67” 12MP, 4.409.10, Apple iPhone 14 Plus 128GB Roxo 67” 12MP.png
iphone, Apple iPhone 14 Plus 256GB Roxo 67” 12MP, 5.129.10, Apple iPhone 14 Plus 256GB Roxo 67” 12MP.png
iphone, Apple iPhone 14 Plus 256GB Azul 67” 12MP, 5.129.10, Apple iPhone 14 Plus 256GB Azul 67” 12MP.png
iphone, Apple iPhone 13 128GB Estelar Tela 61” 12MP, 3.649.00, Apple iPhone 13 128GB Estelar Tela 61” 12MP.png
iphone, Apple iPhone 14 128GB Meia-noite 61” 12MP - iOS 5G, 4.139.10, Apple iPhone 14 128GB Meia-noite 61” 12MP - iOS 5G.png
iphone, Apple iPhone 14 128GB Roxo 61” 12MP iOS 5G, 4.139.10, Apple iPhone 14 128GB Roxo 61” 12MP iOS 5G.png
iphone, Apple iPhone 14 128GB Azul 61” 12MP iOS 5G, 4.139.10, Apple iPhone 14 128GB Azul 61” 12MP iOS 5G.png
iphone, Apple iPhone 14 Plus 128GB Azul 67” 12MP, 4.409.10, Apple iPhone 14 Plus 128GB Azul 67” 12MP.png
iphone, Apple iPhone 13 128GB Meia-noite Tela 61” 12MP, 3.649.00, Apple iPhone 13 128GB Meia-noite Tela 61” 12MP.png
iphone, Apple iPhone 14 Plus 256GB Estelar 67” 12MP, 5.129.10, Apple iPhone 14 Plus 256GB Estelar 67” 12MP.png
iphone, Apple iPhone 14 Plus 128GB Estelar 67” 12MP, 4.409.10, Apple iPhone 14 Plus 128GB Estelar 67” 12MP.png
iphone, Apple iPhone 14 128GB Amarelo 61 12MP iOS 5G, 4.139.10, Apple iPhone 14 128GB Amarelo 61 12MP iOS 5G.png
iphone, Apple iPhone 14 128GB Estelar 61” 12MP iOS 5G, 4.139.10, Apple iPhone 14 128GB Estelar 61” 12MP iOS 5G.png
iphone, Apple iPhone 14 256GB Amarelo 61 12MP iOS 5G, 4.799.00, Apple iPhone 14 256GB Amarelo 61 12MP iOS 5G.png
iphone, Apple iPhone 14 256GB Azul 61” 12MP iOS 5G, 4.799.00, Apple iPhone 14 256GB Azul 61” 12MP iOS 5G.png
iphone, Apple iPhone 14 256GB Roxo 61” 12MP iOS 5G, 4.899.00, Apple iPhone 14 256GB Roxo 61” 12MP iOS 5G.png
iphone, Apple iPhone 14 128GB (PRODUCT)RED 61” 12MP iOS 5G, 4.139.10, Apple iPhone 14 128GB (PRODUCT)RED 61” 12MP iOS 5G.png
iphone, Apple iPhone 14 Plus 256GB Meia-noite 67” 12MP, 5.129.10, Apple iPhone 14 Plus 256GB Meia-noite 67” 12MP.png
iphone, Apple iPhone 14 Plus 256GB (Product)RED 67” 12MP, 5.129.10, Apple iPhone 14 Plus 256GB (Product)RED 67” 12MP.png
iphone, Apple iPhone 14 256GB Meia-noite 61” 12MP, 4.799.00, Apple iPhone 14 256GB Meia-noite 61” 12MP.png
iphone, iPhone 12 Apple 128GB Branco Tela 61” 12MP iOS, 3.149.10, iPhone 12 Apple 128GB Branco Tela 61” 12MP iOS.png
iphone, iPhone 12 Apple 128GB Preto Tela 61” 12MP iOS, 3.149.10, iPhone 12 Apple 128GB Preto Tela 61” 12MP iOS.png
iphone, Usado: iPhone 11 64GB Branco Muito Bom - Trocafone, 1.758.77, Usado: iPhone 11 64GB Branco Muito Bom - Trocafone.png
iphone, Usado: iPhone 11 128GB Branco Muito Bom - Trocafone, 1.957.97, Usado: iPhone 11 128GB Branco Muito Bom - Trocafone.png
iphone, Apple iPhone 15 128GB Preto 61 48MP iOS 5G, 5.129.10, Apple iPhone 15 128GB Preto 61 48MP iOS 5G.png
iphone, Apple iPhone 13 128GB Azul Tela 61” 12MP, 3.649.00, Apple iPhone 13 128GB Azul Tela 61” 12MP.png
iphone, Usado: iPhone XR 128GB Preto Muito Bom - Trocafone, 1.393.57, Usado: iPhone XR 128GB Preto Muito Bom - Trocafone.png
iphone, Apple iPhone 15 Pro 128GB Titânio Natural 61 48MP iOS 5G, 7.191.00, Apple iPhone 15 Pro 128GB Titânio Natural 61 48MP iOS 5G.png
iphone, Apple iPhone 15 Pro 128GB Titânio Preto 61 48MP iOS 5G, 7.199.10, Apple iPhone 15 Pro 128GB Titânio Preto 61 48MP iOS 5G.png
iphone, Apple iPhone 15 Pro 256GB Titânio Branco 61 48MP iOS 5G, 7.919.10, Apple iPhone 15 Pro 256GB Titânio Branco 61 48MP iOS 5G.png
iphone, Apple iPhone 15 Pro 128GB Titânio Branco 61 48MP iOS 5G, 7.199.10, Apple iPhone 15 Pro 128GB Titânio Branco 61 48MP iOS 5G.png
iphone, Apple iPhone 15 Pro 256GB Titânio Natural 61 48MP iOS 5G, 7.919.10, Apple iPhone 15 Pro 256GB Titânio Natural 61 48MP iOS 5G.png
iphone, Apple iPhone 15 Pro 256GB Titânio Preto 61 48MP iOS 5G, 7.919.10, Apple iPhone 15 Pro 256GB Titânio Preto 61 48MP iOS 5G.png
iphone, Apple iPhone 15 Pro 128GB Titânio Azul 61 48MP iOS 5G, 7.199.10, Apple iPhone 15 Pro 128GB Titânio Azul 61 48MP iOS 5G.png
iphone, Apple iPhone 15 Pro Max 512GB Titânio Azul 67 48MP iOS 5G, 9.699.00, Apple iPhone 15 Pro Max 512GB Titânio Azul 67 48MP iOS 5G.png
iphone, Apple iPhone 15 Pro Max 512GB Titânio Natural 67 48MP iOS 5G, 9.699.00, Apple iPhone 15 Pro Max 512GB Titânio Natural 67 48MP iOS 5G.png
iphone, Apple iPhone 15 Pro 256GB Titânio Azul 61 48MP iOS 5G, 7.919.10, Apple iPhone 15 Pro 256GB Titânio Azul 61 48MP iOS 5G.png
iphone, Usado: iPhone XR 64GB Preto Bom - Trocafone, 1.210.97, Usado: iPhone XR 64GB Preto Bom - Trocafone.png
iphone, iPhone 12 Apple 64GB Branco Tela 61” 12MP iOS, 2.969.10, iPhone 12 Apple 64GB Branco Tela 61” 12MP iOS.png
iphone, Apple iPhone 15 Pro Max 512GB Titânio Preto 67 48MP iOS 5G, 9.699.00, Apple iPhone 15 Pro Max 512GB Titânio Preto 67 48MP iOS 5G.png
iphone, Apple iPhone 15 Pro Max 256GB Titânio Branco 67 48MP iOS 5G, 8.999.10, Apple iPhone 15 Pro Max 256GB Titânio Branco 67 48MP iOS 5G.png
iphone, Apple iPhone 15 Pro Max 256GB Titânio Azul 67 48MP iOS 5G, 8.999.10, Apple iPhone 15 Pro Max 256GB Titânio Azul 67 48MP iOS 5G.png
iphone, Apple iPhone 15 Pro Max 256GB Titânio Preto 67 48MP iOS 5G, 8.999.10, Apple iPhone 15 Pro Max 256GB Titânio Preto 67 48MP iOS 5G.png
iphone, Apple iPhone 15 Pro Max 256GB Titânio Natural 67 48MP iOS 5G, 8.999.10, Apple iPhone 15 Pro Max 256GB Titânio Natural 67 48MP iOS 5G.png
iphone, Apple iPhone 15 Pro Max 512GB Titânio Branco 67 48MP iOS 5G, 9.699.00, Apple iPhone 15 Pro Max 512GB Titânio Branco 67 48MP iOS 5G.png
iphone, Apple iPhone 15 128GB Rosa 61 48MP iOS 5G, 5.129.10, Apple iPhone 15 128GB Rosa 61 48MP iOS 5G.png
iphone, iPhone 12 Apple 64GB Preto Tela 61” 12MP iOS, 2.969.10, iPhone 12 Apple 64GB Preto Tela 61” 12MP iOS.png
iphone, Usado: iPhone XR 128GB Branco Muito Bom - Trocafone, 1.393.57, Usado: iPhone XR 128GB Branco Muito Bom - Trocafone.png
iphone, Usado: iPhone 11 128GB Verde Muito Bom - Trocafone, 1.957.97, Usado: iPhone 11 128GB Verde Muito Bom - Trocafone.png
iphone, Apple iPhone 14 Plus 512GB Meia-noite 67” 12MP, 10.439.10, Apple iPhone 14 Plus 512GB Meia-noite 67” 12MP.png
iphone, Apple iPhone 14 Plus 512GB Azul 67” 12MP, 5.939.10, Apple iPhone 14 Plus 512GB Azul 67” 12MP.png
iphone, Apple iPhone 14 Plus 512GB Estelar 67” 12MP, 5.939.10, Apple iPhone 14 Plus 512GB Estelar 67” 12MP.png
iphone, Usado: iPhone XR 128GB Branco Excelente - Trocafone, 1.484.87, Usado: iPhone XR 128GB Branco Excelente - Trocafone.png
iphone, Apple iPhone 14 Plus 512GB Amarelo 67” 12MP IOS 5G, 5.939.10, Apple iPhone 14 Plus 512GB Amarelo 67” 12MP IOS 5G.png
iphone, Apple iPhone 14 Plus 128GB (Product)RED 67” 12MP, 4.499.10, Apple iPhone 14 Plus 128GB (Product)RED 67” 12MP.png
iphone, Apple iPhone 13 128GB Verde 61” 12MP iOS 5G, 3.649.00, Apple iPhone 13 128GB Verde 61” 12MP iOS 5G.png
iphone, Apple iPhone 15 256GB Azul 61 48MP iOS 5G, 5.849.10, Apple iPhone 15 256GB Azul 61 48MP iOS 5G.png
Celular+Xiaomi, Celular Xiaomi Redmi 13C 4/128gb Lançamento 2023 Preto, 1.039.00, Celular Xiaomi Redmi 13C 4/128gb Lançamento 2023 Preto.png
Celular+Xiaomi, Celular Xiaomi Redmi 13C 4/128gb Lançamento 2023 Azul, 1.039.00, Celular Xiaomi Redmi 13C 4/128gb Lançamento 2023 Azul.png
Celular+Xiaomi, Smartphone Xiaomi Redmi Note 13 8+256G Global Version Powerful Snapdragon ( BLUE ), 1.529.00, Smartphone Xiaomi Redmi Note 13 8+256G Global Version Powerful Snapdragon ( BLUE ).png
Celular+Xiaomi, Celular Xiaomi Redmi 13c 128gb 4gb Ram Lançamento 2023 Verde, 1.039.00, Celular Xiaomi Redmi 13c 128gb 4gb Ram Lançamento 2023 Verde.png
Celular+Xiaomi, Smartphone Xiaomi Redmi 13C 4G 256GB - 8GB Ram (Versao Global) (Clover Green) Verde - Xioami, 1.195.99, Smartphone Xiaomi Redmi 13C 4G 256GB - 8GB Ram (Versao Global) (Clover Green) Verde - Xioami.png
Celular+Xiaomi, Smartphone celular Xiaomi Redmi 13C CINZA / PRETO Dual SIM de 256GB / 8GB RAM de 6.74 50 + 2 + 2MP / 8MP, 1.301.00, Smartphone celular Xiaomi Redmi 13C CINZA / PRETO Dual SIM de 256GB / 8GB RAM de 6.74 50 + 2 + 2MP / 8MP.png
Celular+Xiaomi, Smartphone Xiaomi Redmi 12 Dual SIM de 256GB / 8GB RAM de 6.79 50 + 8 + 2MP / 8MP - Midinight Black, 1.282.00, Smartphone Xiaomi Redmi 12 Dual SIM de 256GB / 8GB RAM de 6.79 50 + 8 + 2MP / 8MP - Midinight Black.png
Celular+Xiaomi, Xiaomi Redmi Note 13 8GB RAM 256GB PRETO, 1.519.98, Xiaomi Redmi Note 13 8GB RAM 256GB PRETO.png
Celular+Xiaomi, Smartphone Xiaomi Redmi Note 13 6GB+128GB Global ( Preto ) 4G, 1.359.00, Smartphone Xiaomi Redmi Note 13 6GB+128GB Global ( Preto ) 4G.png
Celular+Xiaomi, Smartphone Xiaomi Redmi Note 13 6 Ram 128GB Powerful Snapdragon ( Verde ), 1.359.00, Smartphone Xiaomi Redmi Note 13 6 Ram 128GB Powerful Snapdragon ( Verde ).png
Celular+Xiaomi, Smartphone Xiaomi Redmi Note 13 256GB + 8RAM Global (Black), 1.499.00, Smartphone Xiaomi Redmi Note 13 256GB + 8RAM Global (Black).png
Celular+Xiaomi, Smartphone Xiaomi Redmi Note 13 256GB - 8GB Ram - Versao Global (Ice Blue) Azul, 1.471.99, Smartphone Xiaomi Redmi Note 13 256GB - 8GB Ram - Versao Global (Ice Blue) Azul.png
Celular+Xiaomi, Smartphone xiaomi redmi note 13 8gb Ram 256gb, 1.578.00, Smartphone xiaomi redmi note 13 8gb Ram 256gb.png
Celular+Xiaomi, Smartphone xiaomi redmi note 13 8gb Ram 256gb, 1.578.00, Smartphone xiaomi redmi note 13 8gb Ram 256gb.png
Celular+Xiaomi, Smartphone Xiaomi Redmi 12 Dual SIM de 256GB / 8GB RAM de 6.79 50 + 8 + 2MP / 8MP -Sky Blue, 1.399.00, Smartphone Xiaomi Redmi 12 Dual SIM de 256GB / 8GB RAM de 6.79 50 + 8 + 2MP / 8MP -Sky Blue.png
Celular+Xiaomi, Smartphone Xiaomi Redmi Note 13 8+256G Global Version Powerful Snapdragon GREEN, 1.499.00, Smartphone Xiaomi Redmi Note 13 8+256G Global Version Powerful Snapdragon GREEN.png
Celular+Xiaomi, Celular Xiaomi Redmi 12 4G 128GB - 4GB Ram (Preto), 1.039.00, Celular Xiaomi Redmi 12 4G 128GB - 4GB Ram (Preto).png
Celular+Xiaomi, Smartphone Xiaomi Redmi Note 13 Pro 5G 256GB/8GB Ram, 2.779.90, Smartphone Xiaomi Redmi Note 13 Pro 5G 256GB/8GB Ram.png
Celular+Xiaomi, Smartphone Xiaomi Redmi Note 13 Pro 5G 256GB/8GB Ram, 2.699.90, Smartphone Xiaomi Redmi Note 13 Pro 5G 256GB/8GB Ram.png
Celular+Xiaomi, Smartphone Xiaomi Redmi 13C Dual 256GB + 8GB RAM Tela 6.74 + Câmera 50 Mpx (GLOBAL), 1.204.95, Smartphone Xiaomi Redmi 13C Dual 256GB + 8GB RAM Tela 6.74 + Câmera 50 Mpx (GLOBAL).png
Celular+Xiaomi, Smartphone Xiaomi Redmi 12C 128GB + 4GB RAM Câmera de 50MP Tela de 6.7 Cinza - LACRADO, 987.45, Smartphone Xiaomi Redmi 12C 128GB + 4GB RAM Câmera de 50MP Tela de 6.7 Cinza - LACRADO.png
Celular+Xiaomi, Smartphone Xiaomi Redmi 13C Dual 256GB + 8GB RAM (GLOBAL) Tela 6.74 + Câmera 50 Mpx, 1.143.90, Smartphone Xiaomi Redmi 13C Dual 256GB + 8GB RAM (GLOBAL) Tela 6.74 + Câmera 50 Mpx.png
Celular+Xiaomi, Smartphone Redmi 12 256GB Global 8GB Polar Silver (Prata) 4G, 1.309.00, Smartphone Redmi 12 256GB Global 8GB Polar Silver (Prata) 4G.png
Celular+Xiaomi, Smartphone Xiaomi Poco X6 Pro 5G 12Gb Ram 512Gb Preto, 2.899.99, Smartphone Xiaomi Poco X6 Pro 5G 12Gb Ram 512Gb Preto.png
Celular+Xiaomi, Smartphone Xiaomi POCO X5 5G-256GB Memory 8GB RAM bateria 5000mAh (preto) - Xiaomi pocophone, 1.839.99, Smartphone Xiaomi POCO X5 5G-256GB Memory 8GB RAM bateria 5000mAh (preto) - Xiaomi pocophone.png
Celular+Xiaomi, Smartphone Xiaomi Redmi 12 Dual SIM de 256GB / 8GB RAM de 6.79 50 + 8 + 2MP / 8MP - Midinight Black, 1.458.00, Smartphone Xiaomi Redmi 12 Dual SIM de 256GB / 8GB RAM de 6.79 50 + 8 + 2MP / 8MP - Midinight Black.png
Celular+Xiaomi, Smartphone Xiaomi Redmi Note 13 Pro 5G 256GB/8GB Ram, 2.689.90, Smartphone Xiaomi Redmi Note 13 Pro 5G 256GB/8GB Ram.png
Celular+Xiaomi, Smartphone celular Xiaomi Redmi 13C / Navy Blue Dual SIM de 256GB / 8GB RAM de 6.74 50 + 2 + 2MP / 8MP, 1.301.00, Smartphone celular Xiaomi Redmi 13C / Navy Blue Dual SIM de 256GB / 8GB RAM de 6.74 50 + 2 + 2MP / 8MP.png
Celular+Xiaomi, Smartphone Xiaomi Redmi Note 13 128GB - 6GB Ram - Versao Global (Blue) Azul, 1.319.00, Smartphone Xiaomi Redmi Note 13 128GB - 6GB Ram - Versao Global (Blue) Azul.png
Celular+Xiaomi, Smartphone Xiaomi Redmi 13C Dual 256GB + 8GB RAM (GLOBAL) Tela 6.74 + Câmera 50 Mpx, 1.231.20, Smartphone Xiaomi Redmi 13C Dual 256GB + 8GB RAM (GLOBAL) Tela 6.74 + Câmera 50 Mpx.png
Celular+Xiaomi, Smartphone Xiaomi Poco X6 Pro 5G 8GB 256GB Preto global Black, 2.519.10, Smartphone Xiaomi Poco X6 Pro 5G 8GB 256GB Preto global Black.png
Celular+Xiaomi, Smartphone Xiaomi Redmi 12 Dual SIM de 256GB / 8GB RAM de 6.79 50 + 8 + 2MP / 8MP - Midinight Black, 1.309.00, Smartphone Xiaomi Redmi 12 Dual SIM de 256GB / 8GB RAM de 6.79 50 + 8 + 2MP / 8MP - Midinight Black.png
Celular+Xiaomi, Smartphone Xiaomi POCO X5 5G 256GB Memory 8GB RAM  5000mAh 48MP+13MP CAM Global, 2.038.00, Smartphone Xiaomi POCO X5 5G 256GB Memory 8GB RAM  5000mAh 48MP+13MP CAM Global.png
Celular+Xiaomi, Xiaomi POCO X5 5G (Global) 256GB Memory 8GB RAM  48MP+13MP CAM (preto) - Xiaomi pocophone, 1.736.99, Xiaomi POCO X5 5G (Global) 256GB Memory 8GB RAM  48MP+13MP CAM (preto) - Xiaomi pocophone.png
Celular+Xiaomi, Smartphone Xiaomi Pocophone C65 4G 128GB / 6GB ram (Versao Global) Black Preto, 973.85, Smartphone Xiaomi Pocophone C65 4G 128GB / 6GB ram (Versao Global) Black Preto.png
Celular+Xiaomi, Smartphone xiaomi redmi note 11 128gb azul, 1.499.99, Smartphone xiaomi redmi note 11 128gb azul.png
Celular+Xiaomi, Smartphone Xiaomi Redmi 13C 256GB - 8GB Ram (Glover Green) Verde, 1.124.99, Smartphone Xiaomi Redmi 13C 256GB - 8GB Ram (Glover Green) Verde.png
Celular+Xiaomi, Smartphone Xiaomi Redmi 12 Dual SIM de 256GB / 8GB RAM de 6.79 50 + 8 + 2MP / 8MP - Polar Silver, 1.312.00, Smartphone Xiaomi Redmi 12 Dual SIM de 256GB / 8GB RAM de 6.79 50 + 8 + 2MP / 8MP - Polar Silver.png
Celular+Xiaomi, Smartphone Xiaomi Redmi Note 13 256GB - 8GB Ram - Versao Global (Ice Blue) Azul, 1.394.99, Smartphone Xiaomi Redmi Note 13 256GB - 8GB Ram - Versao Global (Ice Blue) Azul.png
Celular+Xiaomi, Smartphone Xiaomi Redmi 13C 4G 256GB - 8GB Ram (Versao Global) (Midnight Black) Preto - Xioami, 1.169.99, Smartphone Xiaomi Redmi 13C 4G 256GB - 8GB Ram (Versao Global) (Midnight Black) Preto - Xioami.png
Celular+Xiaomi, Smartphone Xiaomi Redmi 13C Dual 256GB + 8GB RAM Tela 6.74 + Câmera 50 Mpx - AZUL (GLOBAL), 1.231.20, Smartphone Xiaomi Redmi 13C Dual 256GB + 8GB RAM Tela 6.74 + Câmera 50 Mpx - AZUL (GLOBAL).png
Celular+Xiaomi, Smartphone Xiaomi POCO X5 5G (Global) 256GB Memory 8GB RAM  +13MP CAM (azul) - Xiaomi pocophone, 1.754.99, Smartphone Xiaomi POCO X5 5G (Global) 256GB Memory 8GB RAM  +13MP CAM (azul) - Xiaomi pocophone.png
Celular+Xiaomi, Smartphone Xiaomi Redmi Note 13 8GB+256GB Global ( Preto ) 4G, 1.637.00, Smartphone Xiaomi Redmi Note 13 8GB+256GB Global ( Preto ) 4G.png
Celular+Xiaomi, Smartphone Poco X6 5G 8GB RAM 256GB, 2.449.90, Smartphone Poco X6 5G 8GB RAM 256GB.png
Celular+Xiaomi, Smartphone Xiaomi Pocophone C65 4G 128GB / 6GB ram (Versao Global) Purple roxo, 973.85, Smartphone Xiaomi Pocophone C65 4G 128GB / 6GB ram (Versao Global) Purple roxo.png
Celular+Xiaomi, Xiaomi Redmi 12 Dual sim 256 gb preto 8 gb ram Camera 50Mpx + 8Mpx frontal, 1.346.00, Xiaomi Redmi 12 Dual sim 256 gb preto 8 gb ram Camera 50Mpx + 8Mpx frontal.png
Celular+Xiaomi, Smartphone Redmi Note 13 8GB RAM 256GB, 1.649.90, Smartphone Redmi Note 13 8GB RAM 256GB.png
Celular+Xiaomi, Smartphone xiaomi redmi 10 5g tela 658 4gb+128gb cinza, 1.299.99, Smartphone xiaomi redmi 10 5g tela 658 4gb+128gb cinza.png
Celular+Xiaomi, Smartphone Xiaomi Redmi 13C 4G 256GB - 8GB Ram (Versao Global) (Clover Green) Verde - Xioami, 1.168.20, Smartphone Xiaomi Redmi 13C 4G 256GB - 8GB Ram (Versao Global) (Clover Green) Verde - Xioami.png
